"ID","Technical Area / Program","Intervention","Impl. Partner","Start Date","End Date","Province","District","Sector","Updated Date"
"2965","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Musanze","Nyange","12/5/2016"
"2966","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Global Communities","N/A","N/A","Northern Province","Musanze","Remera","11/28/2016"
"2967","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Musanze","Remera","12/5/2016"
"2968","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Musanze","Rwaza","12/5/2016"
"2969","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Global Communities","N/A","N/A","Northern Province","Musanze","Shingiro","11/28/2016"
"2970","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Musanze","Shingiro","12/5/2016"
"2971","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Butaro","12/5/2016"
"2972","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Cyanika","12/5/2016"
"2973","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Global Communities","N/A","N/A","Northern Province","Burera","Cyeru","11/28/2016"
"2974","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Cyeru","12/5/2016"
"2975","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Gahunga","12/5/2016"
"2976","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Gitovu","12/5/2016"
"2977","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Global Communities","N/A","N/A","Northern Province","Burera","Kinoni","11/28/2016"
"2978","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Global Communities","N/A","N/A","Northern Province","Burera","Kinyababa","11/28/2016"
"2979","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Nemba","12/5/2016"
"2980","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Rugarama","12/5/2016"
"2981","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Rugengabari","12/5/2016"
"2982","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Rusarabuye","12/5/2016"
"2983","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Burera","Rwerere","12/5/2016"
"2984","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Bukure","12/4/2016"
"2985","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2986","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2987","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2988","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2989","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2990","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2991","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2992","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2993","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2994","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2995","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2996","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2997","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Byumba","12/5/2016"
"2998","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Giti","12/4/2016"
"2999","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3000","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3001","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3002","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3003","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3004","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3005","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3006","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3007","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3008","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3009","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3010","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3011","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Kageyo","12/5/2016"
"3012","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Kaniga","12/4/2016"
"3013","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Mukarange","12/4/2016"
"3014","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Muko","12/4/2016"
"3015","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3016","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3017","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3018","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3019","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3020","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3021","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3022","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3023","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3024","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3025","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3026","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3027","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Mutete","12/5/2016"
"3028","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Nyamiyaga","12/4/2016"
"3029","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3030","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3031","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3032","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3033","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3034","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3035","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3036","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3037","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3038","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3039","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3040","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3041","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rubaya","12/5/2016"
"3042","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3043","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3044","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3045","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3046","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3047","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3048","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3049","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3050","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3051","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3052","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3053","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Rukomo","12/5/2016"
"3054","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Rushaki","12/4/2016"
"3055","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Rutare","12/4/2016"
"3056","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3057","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3058","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3059","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3060","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3061","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3062","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3063","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3064","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3065","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3066","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3067","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3068","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Northern Province","Gicumbi","Ruvune","12/5/2016"
"3069","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Rwamiko","12/4/2016"
"3070","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Northern Province","Gicumbi","Shangasha","12/4/2016"
"3071","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Fumbwe","12/4/2016"
"3072","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Gahengeri","12/4/2016"
"3073","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Gishali","12/2/2016"
"3074","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Karenge","12/4/2016"
"3075","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Kigabiro","12/2/2016"
"3076","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Muhazi","12/2/2016"
"3077","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Munyaga","12/2/2016"
"3078","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Munyiginya","12/2/2016"
"3079","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Musha","12/4/2016"
"3080","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Muyumbu","12/4/2016"
"3081","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Mwulire","12/2/2016"
"3082","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Nyakaliro","12/4/2016"
"3083","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Rwamagana","Nzige","12/4/2016"
"3084","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Kiyombe","12/4/2016"
"3085","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Matimba","12/4/2016"
"3086","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Mimuri","12/4/2016"
"3087","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Mukama","12/4/2016"
"3088","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Nyagatare","12/4/2016"
"3089","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Rwempasha","12/4/2016"
"3090","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Rwimiyaga","12/4/2016"
"3091","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Nyagatare","Tabagwe","12/4/2016"
"3092","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Gasange","12/1/2016"
"3093","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Gatsibo","12/4/2016"
"3094","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Gitoki","12/4/2016"
"3095","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Kabarore","12/4/2016"
"3096","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Kageyo","12/4/2016"
"3097","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Kiramuruzi","12/1/2016"
"3098","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Kiziguro","12/1/2016"
"3099","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Muhura","12/4/2016"
"3100","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Murambi","12/1/2016"
"3101","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Ngarama","12/4/2016"
"3102","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Nyagihanga","12/4/2016"
"3103","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Remera","12/1/2016"
"3104","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Rugarama","12/1/2016"
"3105","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Gatsibo","Rwimbogo","12/4/2016"
"3106","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Gashanda","12/5/2016"
"3107","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Jarama","12/5/2016"
"3108","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Karembo","12/5/2016"
"3109","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Kazo","12/5/2016"
"3110","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Kibungo","12/5/2016"
"3111","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Mugesera","12/5/2016"
"3112","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Murama","12/5/2016"
"3113","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Mutenderi","12/5/2016"
"3114","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Remera","12/5/2016"
"3115","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Rukira","12/5/2016"
"3116","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Rukumberi","12/5/2016"
"3117","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Rurenge","12/5/2016"
"3118","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Sake","12/5/2016"
"3119","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Ngoma","Zaza","12/5/2016"
"3120","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Bugesera","Gashora","12/1/2016"
"3121","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Gashora","12/5/2016"
"3122","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","AEE/Rwanda","N/A","N/A","Eastern Province","Bugesera","Juru","12/1/2016"
"3123","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Juru","12/5/2016"
"3124","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Kamabuye","12/4/2016"
"3125","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Kamabuye","12/5/2016"
"3126","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Mareba","12/4/2016"
"3127","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Mareba","12/5/2016"
"3128","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Mayange","12/4/2016"
"3129","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Mayange","12/5/2016"
"3130","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Musenyi","12/4/2016"
"3131","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Musenyi","12/5/2016"
"3132","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Mwogo","12/4/2016"
"3133","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Mwogo","12/5/2016"
"3134","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Ngeruka","12/4/2016"
"3135","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Ngeruka","12/5/2016"
"3136","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Ntarama","12/4/2016"
"3137","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Ntarama","12/5/2016"
"3138","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Nyamata","12/4/2016"
"3139","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Nyamata","12/5/2016"
"3140","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Caritas/Rwanda","N/A","N/A","Eastern Province","Bugesera","Nyarugenge","12/4/2016"
"3141","Health","Health Education (ANC, HIV Counseling, WASH, Nutrition)","Society for Family Health","N/A","N/A","Eastern Province","Bugesera","Nyarugenge","12/5/2016"
