,project,mechanism,shortName,IP,District,OBJECTID,Prov_ID,Province,Dist_ID,id,output_ID,subIR_ID,output,result,partner
332,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rusizi,17,3,Western Province,36,16,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
333,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rusizi,17,3,Western Province,36,16,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
334,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rusizi,17,3,Western Province,36,16,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
335,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rusizi,17,3,Western Province,36,16,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
336,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rusizi,17,3,Western Province,36,16,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
337,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Rusizi,17,3,Western Province,36,16,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
338,CHAIN Project,Orange Fleshed Sweet Potato Activity (OFSP),OFSP,CIP (International Potato Center),Karongi,12,3,Western Province,31,11,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,OFSP
339,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyamasheke,30,3,Western Province,37,29,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
340,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyamasheke,30,3,Western Province,37,29,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
341,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyamasheke,30,3,Western Province,37,29,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
342,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyamasheke,30,3,Western Province,37,29,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
343,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyamasheke,30,3,Western Province,37,29,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
344,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyamasheke,30,3,Western Province,37,29,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
345,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyamasheke,30,3,Western Province,37,29,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
346,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyabihu,15,3,Western Province,34,14,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
347,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyabihu,15,3,Western Province,34,14,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
348,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyabihu,15,3,Western Province,34,14,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
349,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyabihu,15,3,Western Province,34,14,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
350,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyabihu,15,3,Western Province,34,14,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
351,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyabihu,15,3,Western Province,34,14,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
352,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Nyabihu,15,3,Western Province,34,14,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
353,FTF Project,"Intergrated Improved Livelihoods Program (IILP) - ""Ejo Heza""",IILP,Global Communities,Gisagara,5,2,Southern Province,22,4,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,IILP
354,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Gisagara,5,2,Southern Province,22,4,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
355,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Gisagara,5,2,Southern Province,22,4,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
356,FTF Project,Private Sector Driven Agricultural Growth (PSDAG),PSDAG,Engility,Nyanza,4,2,Southern Province,21,3,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,PSD AG
357,FTF Project,HarvestPlus,HarvestPlus,CIAT,Gisagara,5,2,Southern Province,22,4,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
358,FTF Project,HarvestPlus,HarvestPlus,CIAT,Gisagara,5,2,Southern Province,22,4,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
359,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,AEE
360,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,AEE
361,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,AEE
362,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
363,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
364,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
365,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
366,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Nyamagabe,8,2,Southern Province,25,7,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
367,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Huye,7,2,Southern Province,24,6,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,FXB
368,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Huye,7,2,Southern Province,24,6,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,FXB
369,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Huye,7,2,Southern Province,24,6,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,FXB
370,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Huye,7,2,Southern Province,24,6,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,FXB
371,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Huye,7,2,Southern Province,24,6,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
372,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Huye,7,2,Southern Province,24,6,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
373,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Kamonyi,11,2,Southern Province,28,10,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
374,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Kamonyi,11,2,Southern Province,28,10,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
375,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Kamonyi,11,2,Southern Province,28,10,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
376,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Kamonyi,11,2,Southern Province,28,10,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
377,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Kamonyi,11,2,Southern Province,28,10,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
378,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Kamonyi,11,2,Southern Province,28,10,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
379,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Huye,7,2,Southern Province,24,6,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
380,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Huye,7,2,Southern Province,24,6,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
381,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Huye,7,2,Southern Province,24,6,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
382,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Huye,7,2,Southern Province,24,6,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
383,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Huye,7,2,Southern Province,24,6,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
384,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Huye,7,2,Southern Province,24,6,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
385,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Huye,7,2,Southern Province,24,6,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
386,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Kamonyi,11,2,Southern Province,28,10,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,ISVP
387,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Kamonyi,11,2,Southern Province,28,10,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,ISVP
388,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Kamonyi,11,2,Southern Province,28,10,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,ISVP
389,CHAIN Project,Improved Services for Vulnerable Populations (ISVP),ISVP,Global Communities,Kamonyi,11,2,Southern Province,28,10,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,ISVP
390,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyanza,4,2,Southern Province,21,3,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",INWA
391,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyanza,4,2,Southern Province,21,3,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
392,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyanza,4,2,Southern Province,21,3,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
393,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyanza,4,2,Southern Province,21,3,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",INWA
394,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyanza,4,2,Southern Province,21,3,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",INWA
395,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyanza,4,2,Southern Province,21,3,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,INWA
396,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyanza,4,2,Southern Province,21,3,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,INWA
397,CHAIN Project,Integrated Nutrition and Wash Activity (INWA),INWA,Catholic Relief Services (CRS),Nyanza,4,2,Southern Province,21,3,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,INWA
398,CHAIN Project,Orange Fleshed Sweet Potato Activity (OFSP),OFSP,CIP (International Potato Center),Nyamagabe,8,2,Southern Province,25,7,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,OFSP
399,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyanza,4,2,Southern Province,21,3,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
400,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyanza,4,2,Southern Province,21,3,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
401,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyanza,4,2,Southern Province,21,3,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",RRSA
402,CHAIN Project,Rwanda Rural Sanitation Activity (RRSA),RRSA,n/a,Nyanza,4,2,Southern Province,21,3,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RRSA
403,FTF Project,"Intergrated Improved Livelihoods Program (IILP) - ""Ejo Heza""",IILP,Global Communities,Huye,7,2,Southern Province,24,6,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,IILP
404,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Huye,7,2,Southern Province,24,6,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
405,FTF Project,Rwanda Dairy Competitiveness Project II (RDCP II),RDCP II,Land O'Lakes Inc.,Huye,7,2,Southern Province,24,6,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,RCDP
406,FTF Project,Private Sector Driven Agricultural Growth (PSDAG),PSDAG,Engility,Kamonyi,11,2,Southern Province,28,10,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,PSD AG
407,FTF Project,HarvestPlus,HarvestPlus,CIAT,Huye,7,2,Southern Province,24,6,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
408,FTF Project,HarvestPlus,HarvestPlus,CIAT,Huye,7,2,Southern Province,24,6,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,CIAT
409,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Huye,7,2,Southern Province,24,6,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,AEE
410,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Huye,7,2,Southern Province,24,6,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,AEE
411,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Huye,7,2,Southern Province,24,6,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,AEE
412,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Huye,7,2,Southern Province,24,6,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,AEE
413,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Huye,7,2,Southern Province,24,6,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
414,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Huye,7,2,Southern Province,24,6,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
415,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Huye,7,2,Southern Province,24,6,Output 1.2,improved health practices (subpurpose 1),Increased access to water and sanitation services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",AEE
416,CHAIN Project,Ubaka Ejo,AEE,AEE/Rwanda,Huye,7,2,Southern Province,24,6,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,AEE
417,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,FXB
418,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,FXB
419,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,FXB
420,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,FXB
421,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
422,CHAIN Project,Turengere Abana,FXB,Association Fran’_ois-Xavier Bagnoud (FXB)/Rwanda,Nyanza,4,2,Southern Province,21,3,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,FXB
423,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Muhanga,10,2,Southern Province,27,9,Output 2.1,vulnerable population protection (subpurpose 2),Increased capacities of families and communities to provide better care for vulnerable individuals,Improved protection of vulnerable populations against adverse circumstances,Caritas
424,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Muhanga,10,2,Southern Province,27,9,Output 2.2,vulnerable population protection (subpurpose 2),"Improved household and community care and support practices for vulnerable populations, especially children",Improved protection of vulnerable populations against adverse circumstances,Caritas
425,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Muhanga,10,2,Southern Province,27,9,Output 2.3,vulnerable population protection (subpurpose 2),Increased access to education and social services for vulnerable populations,Improved protection of vulnerable populations against adverse circumstances,Caritas
426,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Muhanga,10,2,Southern Province,27,9,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,Caritas
427,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Muhanga,10,2,Southern Province,27,9,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
428,CHAIN Project,Gimbuka,Caritas,Caritas/Rwanda,Muhanga,10,2,Southern Province,27,9,Output 3.1,improved nutrition (subpurpose 3),Increased food security for vulnerable populations,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,Caritas
429,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Muhanga,10,2,Southern Province,27,9,Output 1.3,improved health practices (subpurpose 1),Improved availability of and access to priority health products,"Increased awareness of, access to, and demand for high-impact health practices",SFH
430,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Muhanga,10,2,Southern Province,27,9,Output 1.4,improved health practices (subpurpose 1),Increased health-seeking behaviors and demand for priority health products and services,"Increased awareness of, access to, and demand for high-impact health practices",SFH
431,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Muhanga,10,2,Southern Province,27,9,Output 1.1,improved health practices (subpurpose 1),Increased access to key health services among target populations,"Increased awareness of, access to, and demand for high-impact health practices",SFH
432,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Muhanga,10,2,Southern Province,27,9,Output 4.2,CSO/GOR performance (subpurpose 4),"Improved technical capacity in health promotion, care and support of vulnerable populations, and nutrition",Improved performance and engagement by CSOs and GOR entities,SFH
433,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Muhanga,10,2,Southern Province,27,9,Output 3.2,improved nutrition (subpurpose 3),Improved WASH actions to reduce diarrheal disease,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
434,CHAIN Project,Rwanda Social Marketing Program (RSMP),RSMP,Society for Family Health,Muhanga,10,2,Southern Province,27,9,Output 3.3,improved nutrition (subpurpose 3),Improved nutrition behaviors,Increase nutrition knowledge and adoption of appropriate nutrition and hygiene practices,SFH
